uniqueid,forecasting,tool_tip,node_name,Category,delta,08-2010,Monthly,,,,,,,,,,,,,,,,,
Subaru_Outback-Retail_Adelaide_Television_ADS10_Metropolitan_Television,,Retail Adelaide Television ADS10,Retail Adelaide Television ADS10,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Television,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Adelaide_Radio_NOVA_91.9_Metropolitan_Radio,,Retail Adelaide Radio NOVA 91.9,Retail Adelaide Radio NOVA 91.9,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Subaru_Outback_2.5i_Columbia-Retail_Adelaide_Press_Advertiser_Metropolitan_Press,,2.5i ColumbiaRetail Adelaide Press Advertiser,2.5i ColumbiaRetail Adelaide Press Advertiser,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i-Retail_Adelaide_Press_Advertiser_Metropolitan_Press,,2.5iRetail Adelaide Press Advertiser,2.5iRetail Adelaide Press Advertiser,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Press,0.5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i-Retail_Adelaide_Television_Eleven_ADE_Metropolitan_Television,,2.5iRetail Adelaide Television Eleven ADE,2.5iRetail Adelaide Television Eleven ADE,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Television,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Adelaide_Radio_MIX_102.3_Metropolitan_Radio,,Adelaide Radio MIX 102.3,Adelaide Radio MIX 102.3,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Radio,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Adelaide_Radio_FIVEAA_Metropolitan_Radio,,Retail Adelaide Radio FIVEAA,Retail Adelaide Radio FIVEAA,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Subaru_Outback_Adelaide_Press_Advertiser_Metropolitan_Press,,Adelaide Press Advertiser,Adelaide Press Advertiser,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Adelaide_Television_NWS9_Metropolitan_Television,,2.5i ColumbiaRetail Adelaide Television NWS9,2.5i ColumbiaRetail Adelaide Television NWS9,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Adelaide_Television_SAS7_Metropolitan_Television,,Retail Adelaide Television SAS7,Retail Adelaide Television SAS7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Television,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WOI_OUTBACK_Brisbane,,Outback WOI Brisbane,Outback WOI Brisbane,Client Data:Subaru Sales:Outback:Brisbane,0.5,36,20,20,25,38,53,35,29,28,24,45,28,13,10,27,26,22,28,17
Subaru_Outback_2.5i_Columbia-Retail_Brisbane_Television_7TWO_BRIS_Metropolitan_Television,,2.5i ColumbiaRetail Brisbane Television 7TWO BRIS,2.5i ColumbiaRetail Brisbane Television 7TWO BRIS,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Brisbane_Radio_NOVA_106.9_Metropolitan_Radio,,Brisbane Radio NOVA 106.9,Brisbane Radio NOVA 106.9,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Radio,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Brisbane_Radio_NOVA_106.9_Metropolitan_Radio,,Retail Brisbane Radio NOVA 106.9,Retail Brisbane Radio NOVA 106.9,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Subaru_Outback-Retail_Brisbane_Television_SBSBRI_Metropolitan_Television,,Retail Brisbane Television SBSBRI,Retail Brisbane Television SBSBRI,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Brisbane_Television_SBSBRI_Metropolitan_Television,,2.5i ColumbiaRetail Brisbane Television SBSBRI,2.5i ColumbiaRetail Brisbane Television SBSBRI,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Brisbane_Television_TVQ10_Metropolitan_Television,,2.5i ColumbiaRetail Brisbane Television TVQ10,2.5i ColumbiaRetail Brisbane Television TVQ10,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Brisbane_Television_ONEBRI_Metropolitan_Television,,Retail Brisbane Television ONEBRI,Retail Brisbane Television ONEBRI,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Brisbane_Television_Eleven_BRIS_Metropolitan_Television,,Retail Brisbane Television Eleven BRIS,Retail Brisbane Television Eleven BRIS,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Brisbane_Television_BTQ7_Metropolitan_Television,,Brisbane Television BTQ7,Brisbane Television BTQ7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Brisbane_Radio_97.3_Metropolitan_Radio,,Brisbane Radio 97.3,Brisbane Radio 97.3,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Radio,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Brisbane_Television_7Mate_BRIS_Metropolitan_Television,,Retail Brisbane Television 7Mate BRIS,Retail Brisbane Television 7Mate BRIS,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Comp_Brisbane_Press_Courier_Mail_Metropolitan_Press,,Comp Brisbane Press Courier Mail,Comp Brisbane Press Courier Mail,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Brisbane_Radio_B105FM_Metropolitan_Radio,,Brisbane Radio B105FM,Brisbane Radio B105FM,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Radio,0.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Subaru_Outback_Brisbane_Television_7Mate_BRIS_Metropolitan_Television,,Brisbane Television 7Mate BRIS,Brisbane Television 7Mate BRIS,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Brisbane_Television_BTQ7_Metropolitan_Television,,Retail Brisbane Television BTQ7,Retail Brisbane Television BTQ7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Brisbane_Press_Courier_Mail_Metropolitan_Press,,Retail Brisbane Press Courier Mail,Retail Brisbane Press Courier Mail,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Brisbane_Television_QTQ9_Metropolitan_Television,,2.5i ColumbiaRetail Brisbane Television QTQ9,2.5i ColumbiaRetail Brisbane Television QTQ9,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i-Retail_Brisbane_Television_SBSBRI_Metropolitan_Television,,2.5iRetail Brisbane Television SBSBRI,2.5iRetail Brisbane Television SBSBRI,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i-Retail_Brisbane_Television_ONEBRI_Metropolitan_Television,,2.5iRetail Brisbane Television ONEBRI,2.5iRetail Brisbane Television ONEBRI,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i-Retail_Brisbane_Television_Eleven_BRIS_Metropolitan_Television,,2.5iRetail Brisbane Television Eleven BRIS,2.5iRetail Brisbane Television Eleven BRIS,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Brisbane_Television_7TWO_BRIS_Metropolitan_Television,,Retail Brisbane Television 7TWO BRIS,Retail Brisbane Television 7TWO BRIS,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Wagon_AWD_Brisbane_Television_BTQ7_Metropolitan_Television,,Wagon AWD Brisbane Television BTQ7,Wagon AWD Brisbane Television BTQ7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Subaru_Outback_Wagon_AWD_Brisbane_Television_TVQ10_Metropolitan_Television,,Wagon AWD Brisbane Television TVQ10,Wagon AWD Brisbane Television TVQ10,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Subaru_Outback_2.5i_Columbia-Retail_Brisbane_Television_BTQ7_Metropolitan_Television,,2.5i ColumbiaRetail Brisbane Television BTQ7,2.5i ColumbiaRetail Brisbane Television BTQ7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i-Retail_Brisbane_Television_TVQ10_Metropolitan_Television,,2.5iRetail Brisbane Television TVQ10,2.5iRetail Brisbane Television TVQ10,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Brisbane_Television_QTQ9_Metropolitan_Television,,Retail Brisbane Television QTQ9,Retail Brisbane Television QTQ9,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOI_OUTBACK_Melbourne,,Outback WOI Melbourne,Outback WOI Melbourne,Client Data:Subaru Sales:Outback:Melbourne,0.5,60,27,37,33,46,54,42,22,35,50,59,28,33,22,36,30,36,49,29
Subaru_Outback_2.5i-Retail_Melbourne_Television_7TWO_MELB_Metropolitan_Television,,2.5iRetail Melbourne Television 7TWO MELB,2.5iRetail Melbourne Television 7TWO MELB,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Wagon_AWD_Melbourne_Television_HSV7_Metropolitan_Television,,Wagon AWD Melbourne Television HSV7,Wagon AWD Melbourne Television HSV7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Subaru_Outback_2.5i-Retail_Melbourne_Television_SBSMEL_Metropolitan_Television,,2.5iRetail Melbourne Television SBSMEL,2.5iRetail Melbourne Television SBSMEL,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Melbourne_Television_7Mate_MELB_Metropolitan_Television,,Retail Melbourne Television 7Mate MELB,Retail Melbourne Television 7Mate MELB,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Melbourne_Television_7TWO_MELB_Metropolitan_Television,,Retail Melbourne Television 7TWO MELB,Retail Melbourne Television 7TWO MELB,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i-Retail_Melbourne_Television_Eleven_MEL_Metropolitan_Television,,2.5iRetail Melbourne Television Eleven MEL,2.5iRetail Melbourne Television Eleven MEL,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Melbourne_Television_HSV7_Metropolitan_Television,,Retail Melbourne Television HSV7,Retail Melbourne Television HSV7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Melbourne_Radio_3AW_Metropolitan_Radio,,Melbourne Radio 3AW,Melbourne Radio 3AW,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Radio,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i-Retail_Melbourne_Press_Herald_Sun_Metropolitan_Press,,2.5iRetail Melbourne Press Herald Sun,2.5iRetail Melbourne Press Herald Sun,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Press,0.5,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Wagon_AWD_Melbourne_Television_ATV10_Metropolitan_Television,,Wagon AWD Melbourne Television ATV10,Wagon AWD Melbourne Television ATV10,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Subaru_Outback_Melbourne_Television_HSV7_Metropolitan_Television,,Melbourne Television HSV7,Melbourne Television HSV7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i-Retail_Melbourne_Television_ONEMEL_Metropolitan_Television,,2.5iRetail Melbourne Television ONEMEL,2.5iRetail Melbourne Television ONEMEL,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Melbourne_Television_SBSMEL_Metropolitan_Television,,Retail Melbourne Television SBSMEL,Retail Melbourne Television SBSMEL,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Melbourne_Television_ONEMEL_Metropolitan_Television,,Retail Melbourne Television ONEMEL,Retail Melbourne Television ONEMEL,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Melbourne_Radio_NOVA_100.3_Metropolitan_Radio,,Retail Melbourne Radio NOVA 100.3,Retail Melbourne Radio NOVA 100.3,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Subaru_Outback-Retail_Melbourne_Radio_SmoothFM_91.5_Metropolitan_Radio,,Retail Melbourne Radio SmoothFM 91.5,Retail Melbourne Radio SmoothFM 91.5,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Subaru_Outback_2.5i_Columbia-Retail_Melbourne_Television_SBSMEL_Metropolitan_Television,,2.5i ColumbiaRetail Melbourne Television SBSMEL,2.5i ColumbiaRetail Melbourne Television SBSMEL,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Melbourne_Press_Herald_Sun_Metropolitan_Press,,2.5i ColumbiaRetail Melbourne Press Herald Sun,2.5i ColumbiaRetail Melbourne Press Herald Sun,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Melbourne_Television_HSV7_Metropolitan_Television,,2.5i ColumbiaRetail Melbourne Television HSV7,2.5i ColumbiaRetail Melbourne Television HSV7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Melbourne_Television_GTV9_Metropolitan_Television,,2.5i ColumbiaRetail Melbourne Television GTV9,2.5i ColumbiaRetail Melbourne Television GTV9,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Melbourne_Press_Herald_Sun_Metropolitan_Press,,Retail Melbourne Press Herald Sun,Retail Melbourne Press Herald Sun,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Melbourne_Press_The_Age_Metropolitan_Press,,Melbourne Press The Age,Melbourne Press The Age,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Melbourne_Television_ATV10_Metropolitan_Television,,2.5i ColumbiaRetail Melbourne Television ATV10,2.5i ColumbiaRetail Melbourne Television ATV10,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Melbourne_Television_ATV10_Metropolitan_Television,,Retail Melbourne Television ATV10,Retail Melbourne Television ATV10,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Melbourne_Television_Eleven_MEL_Metropolitan_Television,,Retail Melbourne Television Eleven MEL,Retail Melbourne Television Eleven MEL,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Melbourne_Television_7Mate_MELB_Metropolitan_Television,,2.5i ColumbiaRetail Melbourne Television 7Mate MELB,2.5i ColumbiaRetail Melbourne Television 7Mate MELB,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Melbourne_Television_7TWO_MELB_Metropolitan_Television,,Melbourne Television 7TWO MELB,Melbourne Television 7TWO MELB,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOI_OUTBACK_Perth,,Outback WOI Perth,Outback WOI Perth,Client Data:Subaru Sales:Outback:Perth,0.5,54,42,25,42,45,58,46,40,39,36,38,37,38,21,28,35,34,74,24
Subaru_Outback-Retail_Perth_Television_TVW7_Metropolitan_Television,,Retail Perth Television TVW7,Retail Perth Television TVW7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Television,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Wagon_AWD_Perth_Television_TVW7_Metropolitan_Television,,Wagon AWD Perth Television TVW7,Wagon AWD Perth Television TVW7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Subaru_Outback-Retail_Perth_Television_NEW10_Metropolitan_Television,,Retail Perth Television NEW10,Retail Perth Television NEW10,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Television,0.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Perth_Press_West_Australian_Metropolitan_Press,,2.5i ColumbiaRetail Perth Press West Australian,2.5i ColumbiaRetail Perth Press West Australian,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Perth_Television_NEW10_Metropolitan_Television,,2.5i ColumbiaRetail Perth Television NEW10,2.5i ColumbiaRetail Perth Television NEW10,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Perth_Television_SBSPER_Metropolitan_Television,,Retail Perth Television SBSPER,Retail Perth Television SBSPER,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Perth_Radio_NOVA_93.7_Metropolitan_Radio,,Retail Perth Radio NOVA 93.7,Retail Perth Radio NOVA 93.7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Subaru_Outback_2.5i-Retail_Perth_Television_SBSPER_Metropolitan_Television,,2.5iRetail Perth Television SBSPER,2.5iRetail Perth Television SBSPER,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Television,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Wagon_AWD_Perth_Television_NEW10_Metropolitan_Television,,Wagon AWD Perth Television NEW10,Wagon AWD Perth Television NEW10,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Subaru_Outback_2.5i_Columbia-Retail_Perth_Television_TVW7_Metropolitan_Television,,2.5i ColumbiaRetail Perth Television TVW7,2.5i ColumbiaRetail Perth Television TVW7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Perth_Radio_92.9_FM_Metropolitan_Radio,,Perth Radio 92.9 FM,Perth Radio 92.9 FM,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Radio,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Subaru_Outback_Perth_Radio_NOVA_93.7_Metropolitan_Radio,,Perth Radio NOVA 93.7,Perth Radio NOVA 93.7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Radio,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i-Retail_Perth_Press_West_Australian_Metropolitan_Press,,2.5iRetail Perth Press West Australian,2.5iRetail Perth Press West Australian,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Perth_Press_West_Australian_Metropolitan_Press,,Retail Perth Press West Australian,Retail Perth Press West Australian,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Perth_Television_TVW7_Metropolitan_Television,,Perth Television TVW7,Perth Television TVW7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Perth_Press_West_Australian_Metropolitan_Press,,Perth Press West Australian,Perth Press West Australian,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Perth_Television_7Mate_PER_Metropolitan_Television,,Retail Perth Television 7Mate PER,Retail Perth Television 7Mate PER,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOI_OUTBACK_Sydney,,Outback WOI Sydney,Outback WOI Sydney,Client Data:Subaru Sales:Outback:Sydney,0.5,91,64,71,96,81,127,85,61,72,73,104,68,61,51,70,59,79,116,67
Subaru_Outback-Retail_Sydney_Television_TEN10_Metropolitan_Television,,Retail Sydney Television TEN10,Retail Sydney Television TEN10,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Sydney_Television_ATN7_Metropolitan_Television,,Sydney Television ATN7,Sydney Television ATN7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Sydney_Television_Eleven_SYD_Metropolitan_Television,,2.5i ColumbiaRetail Sydney Television Eleven SYD,2.5i ColumbiaRetail Sydney Television Eleven SYD,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Sydney_Television_7TWO_SYD_Metropolitan_Television,,Sydney Television 7TWO SYD,Sydney Television 7TWO SYD,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i-Retail_Sydney_Television_ONESYD_Metropolitan_Television,,2.5iRetail Sydney Television ONESYD,2.5iRetail Sydney Television ONESYD,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
