uniqueid,forecasting,tool_tip,node_name,Category,delta,08-2010,Monthly,,,,,,,,,,,,,,,,,
Subaru_Forester_X-Retail_Sydney_Radio_2GB_Metropolitan_Radio,,_XRetail_Sydney_Radio_2GB_,_XRetail_Sydney_Radio_2GB_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Subaru_Forester_Sydney_Press_Daily_Telegraph_Metropolitan_Press,,_Sydney_Press_Daily_Telegraph_,_Sydney_Press_Daily_Telegraph_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Sydney_Television_Eleven_SYD_Metropolitan_Television,,_Sydney_Television_Eleven_SYD_,_Sydney_Television_Eleven_SYD_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Sydney_Television_TEN10_Metropolitan_Television,,_XS_ColumbiaRetail_Sydney_Television_TEN10_,_XS_ColumbiaRetail_Sydney_Television_TEN10_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X-Retail_Sydney_Radio_2DAYFM_Metropolitan_Radio,,_XRetail_Sydney_Radio_2DAYFM_,_XRetail_Sydney_Radio_2DAYFM_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Sydney_Television_Eleven_SYD_Metropolitan_Television,,_2.5_XRetail_Sydney_Television_Eleven_SYD_,_2.5_XRetail_Sydney_Television_Eleven_SYD_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Sydney_Radio_WSFM_Metropolitan_Radio,,_Sydney_Radio_WSFM_,_Sydney_Radio_WSFM_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Subaru_Forester_Sydney_Press_Sydney_Morning_Herald_Metropolitan_Press,,_Sydney_Press_Sydney_Morning_Herald_,_Sydney_Press_Sydney_Morning_Herald_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
Subaru_Forester-Retail_Sydney_Television_7TWO_SYD_Metropolitan_Television,,Retail_Sydney_Television_7TWO_SYD_,Retail_Sydney_Television_7TWO_SYD_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Sydney_Television_ONESYD_Metropolitan_Television,,_2.5_XRetail_Sydney_Television_ONESYD_,_2.5_XRetail_Sydney_Television_ONESYD_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X_XS-Retail_Sydney_Press_Daily_Telegraph_Metropolitan_Press,,_XXSRetail_Sydney_Press_Daily_Telegraph_,_XXSRetail_Sydney_Press_Daily_Telegraph_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Sydney_Television_7TWO_SYD_Metropolitan_Television,,_XS_ColumbiaRetail_Sydney_Television_7TWO_SYD_,_XS_ColumbiaRetail_Sydney_Television_7TWO_SYD_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X_XS-Retail_Sydney_Press_Sydney_Morning_Herald_Metropolitan_Press,,_XXSRetail_Sydney_Press_Sydney_Morning_Herald_,_XXSRetail_Sydney_Press_Sydney_Morning_Herald_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Sydney_Television_Eleven_SYD_Metropolitan_Television,,Retail_Sydney_Television_Eleven_SYD_,Retail_Sydney_Television_Eleven_SYD_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X-Retail_Sydney_Press_Sunday_Telegraph_Metropolitan_Press,,_XRetail_Sydney_Press_Sunday_Telegraph_,_XRetail_Sydney_Press_Sunday_Telegraph_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Sydney_Television_GO_SYD_Metropolitan_Television,,_XS_ColumbiaRetail_Sydney_Television_GO_SYD_,_XS_ColumbiaRetail_Sydney_Television_GO_SYD_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Sydney_Television_SBSSYD_Metropolitan_Television,,_XS_ColumbiaRetail_Sydney_Television_SBSSYD_,_XS_ColumbiaRetail_Sydney_Television_SBSSYD_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X-Retail_Sydney_Radio_2MMM_Metropolitan_Radio,,_XRetail_Sydney_Radio_2MMM_,_XRetail_Sydney_Radio_2MMM_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
Subaru_Forester-Retail_Sydney_Television_SBSSYD_Metropolitan_Television,,Retail_Sydney_Television_SBSSYD_,Retail_Sydney_Television_SBSSYD_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Sydney_Television_TEN10_Metropolitan_Television,,Retail_Sydney_Television_TEN10_,Retail_Sydney_Television_TEN10_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Sydney_Press_Daily_Telegraph_Metropolitan_Press,,Retail_Sydney_Press_Daily_Telegraph_,Retail_Sydney_Press_Daily_Telegraph_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Press,0.5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X-Retail_Sydney_Press_Sun_Herald_Metropolitan_Press,,_XRetail_Sydney_Press_Sun_Herald_,_XRetail_Sydney_Press_Sun_Herald_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Sydney_Press_Sydney_Morning_Herald_Metropolitan_Press,,Retail_Sydney_Press_Sydney_Morning_Herald_,Retail_Sydney_Press_Sydney_Morning_Herald_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Outback_Sydney_Press_Sunday_Telegraph_Metropolitan_Press,,Outback_Sydney_Press_Sunday_Telegraph_,Outback_Sydney_Press_Sunday_Telegraph_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Sydney_Press_Sydney_Morning_Herald_Metropolitan_Press,,_XS_ColumbiaRetail_Sydney_Press_Sydney_Morning_Herald_,_XS_ColumbiaRetail_Sydney_Press_Sydney_Morning_Herald_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Sydney_Television_7Mate_SYD_Metropolitan_Television,,_XS_ColumbiaRetail_Sydney_Television_7Mate_SYD_,_XS_ColumbiaRetail_Sydney_Television_7Mate_SYD_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Sydney_Television_GEM_SYD_Metropolitan_Television,,_XS_ColumbiaRetail_Sydney_Television_GEM_SYD_,_XS_ColumbiaRetail_Sydney_Television_GEM_SYD_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Sydney_Television_ATN7_Metropolitan_Television,,_2.5_XRetail_Sydney_Television_ATN7_,_2.5_XRetail_Sydney_Television_ATN7_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Sydney_Television_ATN7_Metropolitan_Television,,_XS_ColumbiaRetail_Sydney_Television_ATN7_,_XS_ColumbiaRetail_Sydney_Television_ATN7_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Sydney_Radio_WSFM_Metropolitan_Radio,,Retail_Sydney_Radio_WSFM_,Retail_Sydney_Radio_WSFM_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Sydney_Television_TEN10_Metropolitan_Television,,_2.5_XRetail_Sydney_Television_TEN10_,_2.5_XRetail_Sydney_Television_TEN10_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Brisbane_Television_ONEBRI_Metropolitan_Television,,Brisbane_Television_ONEBRI,Brisbane_Television_ONEBRI,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Subaru_Forester_Brisbane_Press_Courier_Mail_Metropolitan_Press,,Brisbane_Press_Courier_Mail,Brisbane_Press_Courier_Mail,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Brisbane_Press_Sunday_Mail-Brisbane_Metropolitan_Press,,Brisbane_Press_Sunday_MailBrisbane,Brisbane_Press_Sunday_MailBrisbane,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Brisbane_Television_QTQ9_Metropolitan_Television,,Retail_Brisbane_Television_QTQ9,Retail_Brisbane_Television_QTQ9,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X-Retail_Brisbane_Television_ONEBRI_Metropolitan_Television,,XRetail_Brisbane_Television_ONEBRI,XRetail_Brisbane_Television_ONEBRI,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Brisbane_Television_QTQ9_Metropolitan_Television,,XS_ColumbiaRetail_Brisbane_Television_QTQ9,XS_ColumbiaRetail_Brisbane_Television_QTQ9,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Brisbane_Television_GEM_BRIS_Metropolitan_Television,,Brisbane_Television_GEM_BRIS,Brisbane_Television_GEM_BRIS,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Subaru_Forester_Brisbane_Television_GO_BRIS_Metropolitan_Television,,Brisbane_Television_GO_BRIS,Brisbane_Television_GO_BRIS,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Brisbane_Television_SBSBRI_Metropolitan_Television,,XS_ColumbiaRetail_Brisbane_Television_SBSBRI,XS_ColumbiaRetail_Brisbane_Television_SBSBRI,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Impreza-Retail_Brisbane_Radio_NOVA_106.9_Metropolitan_Radio,,ImprezaRetail_Brisbane_Radio_NOVA_106.9,ImprezaRetail_Brisbane_Radio_NOVA_106.9,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Radio,0.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X-Retail_Brisbane_Radio_4BC_Metropolitan_Radio,,XRetail_Brisbane_Radio_4BC,XRetail_Brisbane_Radio_4BC,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Subaru_Forester_Impreza-Retail_Brisbane_Press_Courier_Mail_Metropolitan_Press,,ImprezaRetail_Brisbane_Press_Courier_Mail,ImprezaRetail_Brisbane_Press_Courier_Mail,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Press,0.5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Brisbane_Television_BTQ7_Metropolitan_Television,,Retail_Brisbane_Television_BTQ7,Retail_Brisbane_Television_BTQ7,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Brisbane_Radio_B105FM_Metropolitan_Radio,,Brisbane_Radio_B105FM,Brisbane_Radio_B105FM,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Radio,0.5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Brisbane_Television_7TWO_BRIS_Metropolitan_Television,,Retail_Brisbane_Television_7TWO_BRIS,Retail_Brisbane_Television_7TWO_BRIS,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Brisbane_Television_TVQ10_Metropolitan_Television,,Retail_Brisbane_Television_TVQ10,Retail_Brisbane_Television_TVQ10,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X-Retail_Brisbane_Television_7TWO_BRIS_Metropolitan_Television,,XRetail_Brisbane_Television_7TWO_BRIS,XRetail_Brisbane_Television_7TWO_BRIS,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Brisbane_Television_BTQ7_Metropolitan_Television,,XS_ColumbiaRetail_Brisbane_Television_BTQ7,XS_ColumbiaRetail_Brisbane_Television_BTQ7,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Brisbane_Radio_97.3_Metropolitan_Radio,,Brisbane_Radio_97.3,Brisbane_Radio_97.3,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Radio,0.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Brisbane_Television_TVQ10_Metropolitan_Television,,2.5_XRetail_Brisbane_Television_TVQ10,2.5_XRetail_Brisbane_Television_TVQ10,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Brisbane_Television_7Mate_BRIS_Metropolitan_Television,,XS_ColumbiaRetail_Brisbane_Television_7Mate_BRIS,XS_ColumbiaRetail_Brisbane_Television_7Mate_BRIS,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X_XS-Retail_Brisbane_Press_Courier_Mail_Metropolitan_Press,,XXSRetail_Brisbane_Press_Courier_Mail,XXSRetail_Brisbane_Press_Courier_Mail,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Brisbane_Television_SBSBRI_Metropolitan_Television,,Retail_Brisbane_Television_SBSBRI,Retail_Brisbane_Television_SBSBRI,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_2.5_XS-Retail_Brisbane_Press_Courier_Mail_Metropolitan_Press,,2.5_XSRetail_Brisbane_Press_Courier_Mail,2.5_XSRetail_Brisbane_Press_Courier_Mail,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Brisbane_Radio_4BC_Metropolitan_Radio,,Retail_Brisbane_Radio_4BC,Retail_Brisbane_Radio_4BC,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Subaru_Forester_X-Retail_Brisbane_Radio_NOVA_106.9_Metropolitan_Radio,,XRetail_Brisbane_Radio_NOVA_106.9,XRetail_Brisbane_Radio_NOVA_106.9,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Subaru_Forester-Retail_Brisbane_Television_7Mate_BRIS_Metropolitan_Television,,Retail_Brisbane_Television_7Mate_BRIS,Retail_Brisbane_Television_7Mate_BRIS,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Brisbane_Press_Courier_Mail_Metropolitan_Press,,XS_ColumbiaRetail_Brisbane_Press_Courier_Mail,XS_ColumbiaRetail_Brisbane_Press_Courier_Mail,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Brisbane_Television_Eleven_BRIS_Metropolitan_Television,,Retail_Brisbane_Television_Eleven_BRIS,Retail_Brisbane_Television_Eleven_BRIS,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Melbourne_Television_7Mate_MELB_Metropolitan_Television,,2.5_XRetail_Melbourne_Television_7Mate_MELB,2.5_XRetail_Melbourne_Television_7Mate_MELB,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Melbourne_Television_ATV10_Metropolitan_Television,,2.5_XRetail_Melbourne_Television_ATV10,2.5_XRetail_Melbourne_Television_ATV10,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Impreza-Retail_Melbourne_Press_Herald_Sun_Metropolitan_Press,,ImprezaRetail_Melbourne_Press_Herald_Sun,ImprezaRetail_Melbourne_Press_Herald_Sun,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Press,0.5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Melbourne_Television_GTV9_Metropolitan_Television,,XS_ColumbiaRetail_Melbourne_Television_GTV9,XS_ColumbiaRetail_Melbourne_Television_GTV9,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Melbourne_Radio_3MMM_Metropolitan_Radio,,Retail_Melbourne_Radio_3MMM,Retail_Melbourne_Radio_3MMM,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Subaru_Forester_Melbourne_Press_Herald_Sun_Metropolitan_Press,,Melbourne_Press_Herald_Sun,Melbourne_Press_Herald_Sun,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Melbourne_Television_ATV10_Metropolitan_Television,,Retail_Melbourne_Television_ATV10,Retail_Melbourne_Television_ATV10,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Melbourne_Television_SBSMEL_Metropolitan_Television,,XS_ColumbiaRetail_Melbourne_Television_SBSMEL,XS_ColumbiaRetail_Melbourne_Television_SBSMEL,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Melbourne_Television_SBS2_MEL_Metropolitan_Television,,Melbourne_Television_SBS2_MEL,Melbourne_Television_SBS2_MEL,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Subaru_Forester_Outback_Melbourne_Press_Herald_Sun_Metropolitan_Press,,Outback_Melbourne_Press_Herald_Sun,Outback_Melbourne_Press_Herald_Sun,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Melbourne_Press_Herald_Sun_Metropolitan_Press,,XS_ColumbiaRetail_Melbourne_Press_Herald_Sun,XS_ColumbiaRetail_Melbourne_Press_Herald_Sun,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Melbourne_Television_7TWO_MELB_Metropolitan_Television,,Retail_Melbourne_Television_7TWO_MELB,Retail_Melbourne_Television_7TWO_MELB,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X-Retail_Melbourne_Radio_3AW_Metropolitan_Radio,,XRetail_Melbourne_Radio_3AW,XRetail_Melbourne_Radio_3AW,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Subaru_Forester_2.5_XS-Retail_Melbourne_Press_Herald_Sun_Metropolitan_Press,,2.5_XSRetail_Melbourne_Press_Herald_Sun,2.5_XSRetail_Melbourne_Press_Herald_Sun,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Melbourne_Television_HSV7_Metropolitan_Television,,Retail_Melbourne_Television_HSV7,Retail_Melbourne_Television_HSV7,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Melbourne_Radio_NOVA_100.3_Metropolitan_Radio,,Melbourne_Radio_NOVA_100.3,Melbourne_Radio_NOVA_100.3,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Melbourne_Television_ATV10_Metropolitan_Television,,XS_ColumbiaRetail_Melbourne_Television_ATV10,XS_ColumbiaRetail_Melbourne_Television_ATV10,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Melbourne_Television_GTV9_Metropolitan_Television,,Retail_Melbourne_Television_GTV9,Retail_Melbourne_Television_GTV9,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Tribeca-Retail_Melbourne_Press_The_Age_Metropolitan_Press,,TribecaRetail_Melbourne_Press_The_Age,TribecaRetail_Melbourne_Press_The_Age,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Melbourne_Press_Herald_Sun_Metropolitan_Press,,Retail_Melbourne_Press_Herald_Sun,Retail_Melbourne_Press_Herald_Sun,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Press,0.5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
